residence	address	registration	current_location 	company	birthdate	ssn	user_id	username	mail	name	blood_group	station_ID
	福井県長生郡一宮町天神島6丁目21番19号	2022-03-17	(Decimal('84.604483'), Decimal('-173.542937'))	株式会社斎藤ガス	2008-09-25	895-19-7528	1453	kimurahideki	ryoheiaoki@yahoo.com	後藤 淳	A-	682
	"217 Lisa Extension Suite 082
North Steven, FM 41522"	2024/05/13	(Decimal('85.5356845'), Decimal('36.741431'))	Hernandez and Sons	1985-10-04	279-01-3087	965	faith29	stanleymary@yahoo.com	Sonia Hamilton	O+	323
	"Kadestraße 53
58414 Gütersloh"	05/03/2019, 00:00:00	(Decimal('65.4292495'), Decimal('-138.140216'))	Rogner Lachmann AG & Co. KGaA		164-97-3957	1933	selimschmidtke	eckhardzahn@googlemail.com	Ayse Schuchhardt-Roht	O-	516
		2020/01/25	(Decimal('65.178832'), Decimal('-100.427122'))	有限会社佐藤建設		764-45-2397	10	vyamazaki	qinoue@yahoo.com	加藤 直人	B-	526
	"9943 Michael Meadow Suite 287
Christiebury, CO 34048"	20 Nov 2019	(Decimal('59.063883'), Decimal('33.088157'))	Garcia-Miller		140-19-9831	1533	patrick57	sarah19@gmail.com	Susan Gomez	O+	280
		2023-10-15	(Decimal('-65.928194'), Decimal('-145.476001'))	Payne, Avila and Welch	1983-03-26	609-07-1687	62	heidi09	schwartzmary@gmail.com	Emily Vincent	O+	298
	群馬県福生市西関宿35丁目2番2号	06 Mar 2025	(Decimal('-26.5244645'), Decimal('-24.472253'))	鈴木農林合同会社		556-57-9529	894	ishikawamanabu	endoyumiko@gmail.com	鈴木 太一	O+	540
	"122 Wallace Ports Apt. 435
East Jasminebury, AK 73886"	2023/01/09	(Decimal('77.281028'), Decimal('80.250074'))	Gates, Warren and Brown	2017-12-13	456-24-4091	1208	jennifer23	qchaney@yahoo.com	Steven Yoder	AB+	636
	"Unit 5636 Box 5122
DPO AE 99800"	03/30/2019, 00:00:00	(Decimal('88.698310'), Decimal('-64.336302'))	Russo, Soto and Clark	2010-03-09	495-12-3428	26	michaelfitzgerald	zclark@gmail.com	Timothy Clark	O-	470
	"Borgo Goffredo, 83 Piano 7
44039, Formignana (FE)"	08/24/2020, 00:00:00	(Decimal('75.013757'), Decimal('-103.266701'))	Ruberto e figli		LCRMRN70M54I214P	613	fulvio46	arsenio18@gmail.com	Jolanda Capuana	A+	295
	"Vale de Rocha
Vila Formosa
47161537 Garcia / PB"	2020/01/09	(Decimal('-89.1420215'), Decimal('36.946723'))	Gomes	1914-06-26	23086519703	881	spinto	da-cunhaandre@yahoo.com.br	Anthony Gabriel Albuquerque	B-	268
	宮崎県富津市外国府間39丁目21番8号 明石町コート577	27 Apr 2020		松本銀行合同会社	1917-08-12	704-88-6847	1858	mikako63	ryosukehayashi@yahoo.com	渡辺 聡太郎	A-	43
	"Feira de Fogaça, 36
Alta Tensão 2ª Seção
78193544 Mendes de Goiás / CE"	2023-10-07	(Decimal('29.6196935'), Decimal('24.118172'))	Caldeira		70924361506	639	wferreira	enricoda-conceicao@hotmail.com	Bento Sousa	B+	666
	"Naserweg 4/4
23497 Dieburg"	24 Jun 2022	(Decimal('-1.8231305'), Decimal('-90.657969'))	Graf		780-16-8323	2143	anettgorlitz	wirthwilfried@aol.de	Irmtraut Trüb	A-	323
	"029 Benitez Station Apt. 634
North Albertstad, GA 77916"	2021/04/01	(Decimal('-76.404677'), Decimal('-168.160965'))	Perez Inc		419-84-8019	810	franklingoodman	mgarcia@hotmail.com	Emma Miller	O+	407
	高知県西多摩郡瑞穂町花島8丁目17番4号 二つ室パレス552	2022/10/13	(Decimal('-2.420660'), Decimal('49.555949'))	株式会社小林ガス		170-35-5741	139	sotaro36	hanako93@gmail.com	青木 加奈	AB+	72
	"19834 Steele Plains
North Diane, OH 68380"	08/19/2022, 00:00:00	(Decimal('40.3030765'), Decimal('60.857188'))	Arias-Smith	1983-09-04	636-09-3299	1253	gjohnson	smccall@gmail.com	Frances Patterson	AB-	431
	"Rotonda Cherubini, 44 Appartamento 3
47035, Gambettola (FC)"	03/06/2025, 00:00:00	(Decimal('-29.958081'), Decimal('-54.950297'))	Cilibrasi, Malatesta e Ferrante SPA		PRDSRN49B05B112A	895	conteamico	nicola24@outlook.com	Paloma Mattarella	B+	73
	"Núcleo Vasconcelos
Buraco Quente
44441-627 Correia / MT"	09/17/2025, 00:00:00	(Decimal('24.481851'), Decimal('65.111162'))	da Mata	1978-04-17	57426130835	871	aparecidagustavo	zpacheco@bol.com.br	Francisco Nogueira	O-	346
	奈良県香取郡多古町芝公園18丁目10番11号 東三島アーバン610	08/13/2021, 00:00:00	(Decimal('27.841210'), Decimal('-0.600993'))	有限会社石井印刷	2011-04-08	415-22-9475	1129	akemi62	kanainoue@yahoo.com	鈴木 春香	B-	468
	秋田県福生市戸塚町15丁目9番2号 西関宿シティ429	2024/06/27	(Decimal('17.196428'), Decimal('161.220999'))	合同会社岡本電気	1945-07-10	322-86-4894	1125	kumikoogawa	yumiko24@yahoo.com	小川 結衣	B+	269
		12/22/2024, 00:00:00	(Decimal('38.556949'), Decimal('-124.092023'))	岡本電気株式会社	1926-07-21	076-26-6085	937	shoheiikeda	gwatanabe@gmail.com	井上 花子	AB+	439
		2019-05-01	(Decimal('-20.4888045'), Decimal('-97.430692'))	Archer, Ayala and Hill	1938-10-06	206-16-6292	1607	wthompson	phuffman@gmail.com	Carol Mitchell MD	A-	272
	"Blochallee 4014
86879 Hainichen"	2019/06/25	(Decimal('4.0967225'), Decimal('32.520051'))	Vogt Loos GmbH	1957-07-17	487-05-6184	1631	meisteriwona	schottinfrauke@web.de	Dipl.-Ing. Simon Henk	AB-	215
		2019/05/09	(Decimal('53.4233295'), Decimal('154.589618'))	Kruschwitz GmbH		777-51-5492	1659	borissalz	marliesauch-schlauchin@web.de	Hanne-Lore Rohleder-Schlosser	A-	46
		2023/09/08	(Decimal('-54.4775675'), Decimal('62.862683'))	合同会社中村食品	1960-01-16	833-84-8086	1534	miki69	ryoheitakahashi@hotmail.com	林 洋介	A-	145
	"Textorstraße 948
28175 Mayen"	2023/03/08	(Decimal('-46.308538'), Decimal('-159.821111'))	Hoffmann	1923-01-27	492-15-2652	135	wbeyer	fischerharro@web.de	Frau Grete Kensy	B+	121
	"Vila de Castro, 474
Leonina
35456-150 Nunes / BA"	01/04/2019, 00:00:00	(Decimal('-86.598558'), Decimal('-78.948139'))	Guerra Silva S.A.		25497381600	466	anthony-gabrielaraujo	gguerra@uol.com.br	Vitória Casa Grande	O-	315
	沖縄県あきる野市前弥六南町7丁目6番13号 花島パレス978	09 Sep 2023	(Decimal('21.312214'), Decimal('174.713475'))	株式会社近藤保険		659-21-7165	9	kyosukewatanabe	kanayamazaki@gmail.com	山本 香織	B-	507
		2023-01-18	(Decimal('-41.184569'), Decimal('-130.989048'))	石川通信有限会社	2022-10-09	803-71-3721	1857	haruka67	yui35@hotmail.com	佐藤 京助	A-	512
	山形県東村山市花島19丁目24番9号 吾妻橋シティ936	2024/04/03	(Decimal('68.5221075'), Decimal('-87.211951'))	太田鉱業有限会社	1941-06-03	752-83-1223	1762	watanabenaoko	mikako31@yahoo.com	村上 直樹	AB-	360
	"Sítio Lopes, 16
Nova America
76547401 Freitas / PR"	2020-11-08	(Decimal('-30.460897'), Decimal('-168.384081'))	Martins Correia - ME		62845039115	1683	gribeiro	augusto93@uol.com.br	Sofia Rezende	A+	730
	"Núcleo de Jesus
Goiania
09335-218 Cassiano das Flores / RJ"	09/25/2019, 00:00:00	(Decimal('52.666666'), Decimal('-85.823697'))	Costa		15478239097	1831	albuquerquevitoria	evasconcelos@hotmail.com	Elisa Farias	B-	263
	"Largo Rocha, 21
São Tomaz
41152-838 Aragão / MT"	2019/10/27	(Decimal('63.113211'), Decimal('108.102223'))	Rezende - EI	1932-03-28	67254109876	1348	catarinafogaca	nogueiraluara@bol.com.br	Dr. Luiz Felipe Santos	A+	316
	"58511 Diana Lock Apt. 608
Hicksfurt, IL 57727"	12/03/2021, 00:00:00	(Decimal('-21.877033'), Decimal('-55.729805'))	Cruz Inc		640-69-7227	63	bryantcolin	matthew88@hotmail.com	Ronald Warner	B-	354
	"Campo José Miguel Castro, 59
Bela Vitoria
08871-125 Peixoto / SE"	2020-05-28	(Decimal('9.975974'), Decimal('149.846161'))	Sampaio	1934-09-23	71529438004	565	aylla85	cavalcanteluara@uol.com.br	Sra. Vitória Sá	AB-	222
	"Strada Interminelli, 25 Appartamento 8
89054, Galatro (RC)"	14 Jan 2019	(Decimal('19.074531'), Decimal('69.003445'))	Grossi, Marini e Sandi s.r.l.	1984-05-04	NDRCRN51H59A689Z	624	rcanil	berlusconigiancarlo@tiscali.it	Fiorino Abbagnale	A+	30
	"8332 Ethan Valleys Suite 869
North Benjamin, NE 57568"	03/17/2023, 00:00:00	(Decimal('80.9915955'), Decimal('-81.478393'))	Johnson-Patterson	1986-06-29	189-22-4537	1236	wanda83	dustin39@gmail.com	Raymond Miller	O+	229
	"Ortrud-Matthäi-Weg 5642
90861 Garmisch-Partenkirchen"	06/16/2024, 00:00:00	(Decimal('33.8749035'), Decimal('167.678047'))	Hövel Hofmann Stiftung & Co. KG		585-69-6894	564	wilfried68	schachtanna-luise@yahoo.de	Henrik Jähn	A-	658
	"Sara-Henck-Allee 5
76369 Hamburg"	05/17/2019, 00:00:00	(Decimal('-45.9498605'), Decimal('86.844944'))	Cichorius	1925-06-29	393-91-0654	90	dippelmario	walentinaheintze@gmx.de	Ingo Zobel	B-	561
	"Contrada Liguori, 247 Piano 9
40012, Tavernelle D'Emilia (BO)"	11/23/2019, 00:00:00	(Decimal('-46.3316735'), Decimal('-26.144622'))	Ruggeri-Canova e figli	2018-02-04	CRTLRT63E08E772X	1729	pierpaolomarconi	agnolo77@vodafone.it	Alfredo Branciforte	AB+	603
	"Wilmsenstr. 685
96635 Riesa"	10/01/2021, 00:00:00	(Decimal('39.679035'), Decimal('140.768267'))	Bähr		694-09-4682	1268	lotte87	handejuergen@yahoo.de	Giesela Käster-Kraus	B+	341
	"Viale Ferrazzi, 3 Piano 7
86048, Sant'Elia A Pianisi (CB)"	11/04/2022, 00:00:00	(Decimal('-26.541438'), Decimal('-179.452752'))	Oliboni-Parri SPA	1952-08-24	NTNLCU75H52E864A	1359	vasariroberta	ermannovergassola@tiscali.it	Pierluigi Bompiani	O+	321
	"624 Diana Shoal
West David, CA 07495"	16 Sep 2025	(Decimal('-66.885058'), Decimal('-156.755725'))	Horn-Butler		282-38-3651	501	xhunter	jjohnson@hotmail.com	Melissa Davis	B-	112
		03/24/2023, 00:00:00	(Decimal('-60.157774'), Decimal('-116.438194'))	Cilea, Canevascini e Lanfranchi Group	2012-10-22	GLLDLS61H03H176U	1683	piermaria91	costanzomorgagni@tim.it	Silvia Ovadia-Zanzi	AB-	364
	"Vicolo Granatelli, 549 Appartamento 8
55018, Segromigno In Piano (LU)"	01/29/2021, 00:00:00	(Decimal('-20.2714905'), Decimal('103.553226'))	Tremonti Group	1987-02-08	PTRCHL76E58F730M	162	leopoldo95	argentoamico@gmail.com	Rosina Vismara	B-	628
	"519 Jason Lodge
North Elizabethburgh, MT 87388"	05 Dec 2022	(Decimal('-61.157200'), Decimal('-177.303576'))	Fernandez-Hancock	2024-06-11	839-91-8914	1827	jessica96	zwilliams@hotmail.com	Mark Scott	B-	467
	"PSC 9648, Box 2885
APO AE 83879"	2024-10-30	(Decimal('-60.5898045'), Decimal('77.097025'))	Rios, Conway and Rivera		039-66-9545	1839	krodriguez	wardmelissa@gmail.com	Shawn Davis	O+	328
	"Quadra Cauê Moreira
Conjunto Providencia
42664-725 Castro de Minas / PR"	13 Jan 2023	(Decimal('51.1290795'), Decimal('47.060761'))	Campos		20379456125	1787	alvesyago	dom84@uol.com.br	Dr. Diogo Casa Grande	A+	82
	"7099 Nicholas Knolls Apt. 760
Kristinfort, FM 16316"	2020/12/30	(Decimal('-85.8400515'), Decimal('172.488573'))	Torres, Hill and Mitchell	1934-04-06	851-99-4177	1864	steven35	leejennifer@gmail.com	Susan Hughes	A-	623
	"Bettina-Dörschner-Gasse 303
06788 Kehl"	01/19/2020, 00:00:00	(Decimal('-51.252564'), Decimal('-90.925408'))	Stoll		581-61-1820	465	zobelraissa	ubender@aol.de	Türkan Löffler MBA.	O+	356
	"Metin-Preiß-Gasse 97/50
39206 Kusel"	12/29/2018, 00:00:00	(Decimal('60.4452365'), Decimal('34.551284'))	Harloff AG & Co. KGaA	1918-12-29	860-23-4897	395	ettasegebahn	karola22@hotmail.de	Christine Renner	O-	183
	岡山県江戸川区三ノ輪21丁目14番19号 コート津久戸町025	01 Feb 2023	(Decimal('89.3507025'), Decimal('-26.991588'))	有限会社中村ガス	1960-02-25	650-77-1863	619	tanakajun	taichiokada@hotmail.com	松本 裕樹	A-	487
	"Contrada Sinisi, 8 Appartamento 95
71034, Castelnuovo Della Daunia (FG)"	2023/07/18	(Decimal('15.7289125'), Decimal('-158.029072'))	Trebbi Group	2014-06-23	TLRVTR33L55I781U	878	bserraglio	cremonesiiolanda@live.com	Ippazio Novaro	B+	281
	"Passarela Costa, 3
Vila Independencia 2ª Seção
11492-980 Cardoso / RJ"	2019/12/12	(Decimal('64.1889565'), Decimal('-146.869094'))	Ramos S/A	1962-07-27	97632810404	1555	davi-lucca34	piresclarice@gmail.com	Rafaela da Costa	B-	285
	"Sigurd-Zahn-Allee 3-2
54952 Ludwigslust"	15 Aug 2021	(Decimal('-8.8010075'), Decimal('159.240038'))	Röhrdanz	2001-02-22	916-29-7763	1515	eweinhold	volkhard39@hotmail.de	Heinfried Johann	AB-	702
	"Feira Oliveira, 6
Universitário
60489-072 da Costa / RO"	2024-12-22		Fonseca Jesus - ME	1989-01-08	59016847375	22	otaviodas-neves	nascimentoapollo@yahoo.com.br	Dr. Dom Mendes	AB+	591
	群馬県八丈島八丈町南赤田6丁目24番12号	2022-08-06	(Decimal('18.7570195'), Decimal('112.854109'))	松田印刷合同会社	1996-10-27	472-37-8888	565	eyamada	sishikawa@hotmail.com	山本 涼平	A-	270
	"447 Dunn Wells
Johnsonborough, NC 06313"	2025/02/13	(Decimal('54.566949'), Decimal('127.679460'))	Thompson, Hampton and Gilbert	1929-02-09	113-85-1438	1131	gharvey	glee@hotmail.com	Stephen Griffin	O-	247
	"699 Mary Wall Suite 517
Moorechester, NM 26955"	29 Oct 2018	(Decimal('78.228269'), Decimal('-67.367385'))	Martinez, Scott and Ali	1978-03-01	070-90-8210	1996	salazardebra	elizabethbanks@hotmail.com	John Raymond	O+	81
	"Estrada da Luz
Novo Tupi
61048040 Montenegro / SP"	2021/03/08	(Decimal('-85.420629'), Decimal('-75.082609'))	Peixoto Fernandes - EI	1956-04-24	84937106520	187	vvargas	eduarda52@gmail.com	Vitor Cardoso	O+	301
		10/06/2024, 00:00:00	(Decimal('44.0268995'), Decimal('149.200990'))	岡本電気株式会社		607-74-3776	525	okadayumiko	egoto@yahoo.com	石井 里佳	O-	148
	"454 Robinson Prairie
Davidfurt, WI 43749"	2024-06-12	(Decimal('34.091970'), Decimal('156.790149'))	Moore-Scott	1983-03-17	162-47-0510	1479	carteroscar	leslie63@yahoo.com	Gerald Foster	AB-	221
	"Vale Arthur Miguel Carvalho, 4
Boa União 1ª Seção
57855-792 Cavalcanti / AL"	2024/08/25	(Decimal('43.3500405'), Decimal('-174.919851'))	Rodrigues	1955-01-28	92075614849	1434	asafebrito	joliveira@gmail.com	Sr. Arthur Gabriel Teixeira	O-	436
	"USNV Cabrera
FPO AP 80766"	27 Jan 2020	(Decimal('47.829759'), Decimal('168.906063'))	Gillespie Group		038-51-6858	721	zsmith	bradleycourtney@hotmail.com	Bethany Nelson	O-	438
	"Recanto Nunes, 34
Bonsucesso
09178207 Fogaça / PI"	02/10/2025, 00:00:00	(Decimal('3.996168'), Decimal('-61.984343'))	Borges		73864012996	1891	nunesbrayan	alanasampaio@uol.com.br	Levi Jesus	B+	209
	京都府袖ケ浦市大京町7丁目7番18号 柿木沢新田シティ207	2019/04/06	(Decimal('43.8385555'), Decimal('-178.920527'))	藤田印刷有限会社		689-06-7592	1672	ishiichiyo	wito@yahoo.com	中川 洋介	B-	55
	"Tlustekstraße 86-65
47465 Marktheidenfeld"	2019-01-21	(Decimal('-64.2719365'), Decimal('-43.875467'))	Lindner GmbH & Co. OHG	1954-02-12	342-90-7862	1109	wneureuther	clausjacob@web.de	Torsten Bärer	AB-	541
	"Largo Nascimento, 1
Vila Paris
54480586 Moura / DF"	12/17/2023, 00:00:00	(Decimal('-24.309266'), Decimal('91.980389'))	Alves e Filhos		90245183698	1567	moreiramaria-julia	pviana@uol.com.br	Emilly da Cunha	AB-	695
	"Stahrallee 50-13
82795 Eckernförde"	2022/07/26	(Decimal('19.173844'), Decimal('1.890969'))	Römer GbR	1940-08-12	991-93-3466	1673	igutknecht	zloeffler@gmx.de	Else Wähner	O+	410
	岡山県御蔵島村藤金24丁目19番11号 コーポ浅草755	2021/07/27	(Decimal('86.6872195'), Decimal('136.855024'))	有限会社森水産		631-44-0133	1376	aishikawa	kaoritanaka@yahoo.com	坂本 くみ子	AB-	109
	"Núcleo de Rezende, 251
Vila Jardim São José
47362-936 Lopes / MT"	2025/08/04	(Decimal('-23.1923495'), Decimal('-51.833025'))	Pinto Ltda.	1994-05-04	32796185095	768	maria-isispastor	kvieira@bol.com.br	Anthony Gonçalves	A+	148
	石川県富里市松石13丁目24番5号 パレス千束247	04 Apr 2023	(Decimal('48.9641805'), Decimal('-62.998400'))	合同会社鈴木運輸		356-25-4774	1929	ishiikana	ishikawayuki@hotmail.com	吉田 七夏	AB+	139
		18 Oct 2020	(Decimal('-47.4754675'), Decimal('157.036079'))	Rodrigues Ltda.		93810467278	1042	rezendeluiz-gustavo	yanmelo@bol.com.br	Nicole da Rosa	B+	664
	"Loteamento Fernandes, 9
Savassi
59112-361 Dias de Leão / AM"	04 Feb 2023	(Decimal('30.663698'), Decimal('150.017688'))	da Costa		94582673155	1022	mda-rocha	lopesraul@gmail.com	Melina Castro	A-	733
	"Borgo Giulietta, 12 Piano 0
38037, Predazzo (TN)"	24 Jul 2024	(Decimal('-38.973630'), Decimal('72.967153'))	Travaglia-Simeoni s.r.l.		MNLSLV75R54F914C	1623	farinanicolo	arossetti@gmail.com	Camillo Varano	A+	694
	"Sítio de Peixoto, 45
São Gonçalo
93485-978 Moura de Cavalcante / AP"	2024-05-13	(Decimal('-41.8432225'), Decimal('-121.902963'))	Vargas Ltda.		56792148067	1690	rlopes	benicio63@bol.com.br	Sr. Henry da Rocha	O-	240
		2024/03/12	(Decimal('-40.7218395'), Decimal('59.736567'))	Brenna SPA	1938-02-08	BZOFBZ02B10G612U	1014	bernardo10	amicovergassola@tele2.it	Pina Saragat	AB+	576
	"Via Maria, 5
20816, Ceriano Laghetto (MB)"	2022/05/31	(Decimal('16.593585'), Decimal('-22.539613'))	Argan, Baglioni e Vercelloni s.r.l.		NTNTTE58C17E611E	274	vincenzafalier	roeromatilda@libero.it	Fabio Gabrieli	A+	8
	"Residencial de Souza, 4
Savassi
97402-636 Peixoto de Goiás / RS"	04 Apr 2021	(Decimal('-57.463102'), Decimal('-88.187624'))	Câmara Ribeiro - EI		58316709295	1290	ceciliaalmeida	xbarros@uol.com.br	Bárbara Vargas	AB+	131
	"Núcleo Barros, 43
Jaqueline
32142842 da Cruz do Amparo / CE"	2022/02/14	(Decimal('-52.642036'), Decimal('-41.073820'))	Rezende	2001-08-08	03257461925	1586	umachado	benicio88@yahoo.com.br	Isadora Cavalcanti	AB+	656
	"Stiebitzgasse 7-5
91902 Rastatt"	09 Mar 2024	(Decimal('-82.6068095'), Decimal('-57.951375'))	Schönland e.V.	1972-03-12	507-81-8279	221	langernpasquale	thedaweihmann@gmail.com	Teresa Pölitz	B+	36
	"31188 Erickson Shoals
Victorside, NC 30606"	2019-04-23	(Decimal('-6.4552735'), Decimal('152.981941'))	Rivera, Lindsey and Clark	1992-11-13	245-62-3695	1536	ilee	nmoreno@gmail.com	John Nichols	B-	491
	京都府横浜市瀬谷区丹勢42丁目5番16号	29 May 2021	(Decimal('-8.4306025'), Decimal('127.998242'))	株式会社吉田保険	1939-06-23	641-05-2729	1054	miuraosamu	aokihiroshi@gmail.com	鈴木 さゆり	A+	26
	"Hilmar-Mangold-Straße 24/57
40326 Sebnitz"	08/16/2024, 00:00:00	(Decimal('52.5220965'), Decimal('67.157921'))	Hendriks GmbH & Co. KG		316-90-2083	41	roland69	drubinferenc@gmail.com	Alla Berger	O-	225
	"57254 Tyrone Canyon Suite 364
East Pennyburgh, MO 07585"	01 Apr 2025	(Decimal('-69.108444'), Decimal('39.101563'))	Stokes Inc	1930-04-07	146-63-3068	2104	haneyandrea	jackiedennis@yahoo.com	Sandra Powell	AB+	537
	"92262 Sara Alley
Millerfurt, MA 79872"	20 Nov 2019	(Decimal('84.4329875'), Decimal('133.327557'))	Patterson Group	1945-11-02	755-94-9992	1172	alexandrialandry	anthony90@yahoo.com	Gary Phelps DVM	AB-	31
	"Unit 6211 Box 3859
DPO AP 07621"	07/05/2021, 00:00:00	(Decimal('64.228827'), Decimal('71.925647'))	Herring-Barajas	2023-05-19	306-47-0202	1828	robert33	umartin@gmail.com	Gail Miller	A+	367
	"Via Romana, 816
81041, Vitulazio (CE)"	02/24/2023, 00:00:00	(Decimal('39.776456'), Decimal('161.594547'))	Scamarcio-Tacchini s.r.l.	2013-11-21	CSNVEA67P16H037M	1780	marissa07	mercadantealessia@live.com	Allegra Cafarchia-Muratori	AB+	12
	"Unit 6808 Box 7421
DPO AE 24049"	2022-08-05	(Decimal('25.4460315'), Decimal('-95.576478'))	Roberts-Moreno	1923-04-09	793-97-1952	868	whiterichard	morenobrian@gmail.com	Patricia Sanders	O-	499
	"Meisterring 31-57
60186 Bad Mergentheim"	07 Oct 2022	(Decimal('-32.882114'), Decimal('-94.251955'))	Faust Wilms e.G.	1948-02-04	609-34-7269	388	nina93	kirstenwulff@googlemail.com	Patrick Hendriks	AB+	437
	新潟県日野市西関宿39丁目24番3号 柿木沢シャルム022	2022-10-16	(Decimal('-45.5982735'), Decimal('-14.532663'))	佐藤情報株式会社	1913-05-01	725-40-7343	999	hiroshi91	inoueyoko@yahoo.com	福田 零	A+	242
	"Ladeira Silveira, 53
Engenho Nogueira
47477-007 da Costa / RJ"	2020-11-27	(Decimal('-7.453265'), Decimal('-99.651450'))	Azevedo Moraes e Filhos	1988-11-05	49503867274	2125	da-cruzcaroline	qgomes@ig.com.br	Dr. Luiz Henrique da Rocha	B+	224
	"9715 Sean Rapids
Lake Sara, AL 79391"	03/11/2019, 00:00:00	(Decimal('35.2684855'), Decimal('119.617897'))	Allen-Hicks	1972-12-04	304-77-2933	199	lisa36	smithapril@yahoo.com	Patricia White	O-	429
	"Hans-Rudolf-Eberth-Straße 6
46367 Burgdorf"	25 May 2019		Briemer Kobelt AG & Co. KG	1910-08-12	944-51-6026	1115	handefabienne	seidelheide-marie@web.de	Arno Rust-Naser	O+	322
		12/26/2020, 00:00:00	(Decimal('-5.5936705'), Decimal('-122.987912'))	Holt		173-93-5498	1013	ivan85	iwende@gmail.com	Catrin Mosemann	A-	79
		2023/06/02	(Decimal('58.865502'), Decimal('13.234049'))	Leão Santos S.A.		39046185710	1229	da-luzkevin	aragaoenzo-gabriel@bol.com.br	Sr. Enrico Guerra	A-	274
	"Aumannallee 24
42736 Wesel"	03 Sep 2021	(Decimal('-8.932069'), Decimal('21.170375'))	Jäntsch		960-77-8542	1512	traudel10	eberhardtsilvia@hotmail.de	Reza Hettner B.A.	A+	72
	"Contrada Enrico, 1 Appartamento 4
06018, Trestina (PG)"	20 Jan 2025	(Decimal('-35.2386125'), Decimal('-42.673892'))	Padovano s.r.l.	1963-01-10	GRMPLA04S20F863W	1411	alussu	vincenzoonisto@fastwebnet.it	Dott. Serafina Canil	O-	270
	"Vicolo Babato, 635
00054, Testa Di Lepre (RM)"	2019/06/27	(Decimal('-7.949493'), Decimal('94.245049'))	Babati, Maggioli e Modugno SPA	1935-11-28	DLLGBL82M04A609T	1140	tizianobellucci	wanguissola@gmail.com	Anita Tanzini	AB+	289
	"Erich-Zorbach-Gasse 1-1
29828 Perleberg"	2020/05/15	(Decimal('-61.0901405'), Decimal('-80.808917'))	Hänel	1920-08-20	259-68-8195	1407	ubaerer	qschaaf@web.de	James Paffrath	B-	51
	"186 Berg Junctions
New Jordan, WY 93012"	2024-10-06	(Decimal('81.2251955'), Decimal('-124.537064'))	Glenn Inc	1968-04-25	492-60-2425	492	juliajohnson	colewhitney@yahoo.com	Robin Velasquez	O+	555
	"Recanto de Correia, 29
Cônego Pinheiro 2ª Seção
51758-384 Aragão / GO"	2023/11/23	(Decimal('-11.3969005'), Decimal('101.046136'))	da Cruz		06271958494	1205	jose-pedro79	jesusluiz-gustavo@bol.com.br	Daniel da Rosa	B+	218
		2023-04-25	(Decimal('36.5441175'), Decimal('-176.559579'))	Gagliano s.r.l.		LNFNTL18P17I153N	188	enrico80	stefania96@gmail.com	Niccolò Sgalambro	B+	598
	"Sara-Scheuermann-Allee 5
01460 Sondershausen"	02/07/2025, 00:00:00	(Decimal('55.2698955'), Decimal('-0.493172'))	Hesse	2013-09-15	634-33-5752	1705	samir13	ajacob@gmx.de	Jonas Bender	B+	544
	"Jakob-Renner-Ring 696
32284 Biedenkopf"	2024-02-02	(Decimal('-82.8777935'), Decimal('-167.201362'))	Binner		880-12-8993	1530	cordulafaust	aureliaanders@hotmail.de	Sibille Winkler	B-	679
	石川県八丈島八丈町西関宿30丁目1番20号 パレス東三島897	06/20/2022, 00:00:00	(Decimal('-58.6458305'), Decimal('-50.475604'))	阿部食品合同会社	1914-06-01	197-98-6492	1976	yuta83	yoichi13@yahoo.com	山田 花子	B+	226
	"Birnbaumweg 3532
06527 Celle"	2025-08-13	(Decimal('-54.027966'), Decimal('118.505041'))	Cichorius		690-72-2926	970	constance27	lachmannadeline@googlemail.com	Prof. Margaret Warmer	AB-	150
	"Lagoa Camargo, 872
Estoril
30155993 Sousa / RN"	2019/08/28		Sousa e Filhos	1951-03-12	87296143096	1331	ofreitas	da-rochaluiz-fernando@bol.com.br	Alana Novaes	A+	394
	"Reuterplatz 5-2
66452 Euskirchen"	2024/10/22	(Decimal('-11.0459785'), Decimal('-69.916478'))	Klapp	2002-10-06	550-00-3564	1843	ygrein-groth	aenne72@hotmail.de	Univ.Prof. Arnd Mude B.A.	B+	29
	香川県荒川区中鉢石町39丁目17番3号 シティ無栗屋283	2025-04-10	(Decimal('-8.727872'), Decimal('66.018166'))	株式会社福田電気		749-08-2353	2032	yosukeendo	qfujii@gmail.com	高橋 零	A-	172
	山口県安房郡鋸南町東大和町27丁目3番9号	17 Oct 2018	(Decimal('25.586083'), Decimal('-44.009199'))	株式会社西村水産		634-59-2297	782	fujiwarasayuri	nakajimarika@hotmail.com	林 治	O+	167
	"Beerweg 37/68
36382 Bad Freienwalde"	10/25/2022, 00:00:00	(Decimal('-60.939208'), Decimal('131.318592'))	Kuhl Seip GbR		832-10-0683	687	margretgeissler	rolf-peter39@aol.de	Rosina Gute	B-	396
		01/29/2020, 00:00:00		Nascimento - ME	1934-04-22	18502479350	920	castrojoao-lucas	tduarte@bol.com.br	Eloah Vasconcelos	O+	142
	"Heinz-Joachim-Keudel-Straße 54/35
02338 Ochsenfurt"	25 Nov 2018	(Decimal('23.569745'), Decimal('25.026838'))	Dörr Karge GmbH	1911-06-03	728-44-1416	945	hildegundtrueb	dloechel@googlemail.com	Helene Hofmann MBA.	O+	257
